use QLHOCTHEM
go
delete from DIEMDANH
go
delete from LICHHOC
go
--Tuần 1 1-40
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH001', '2021-02-01',4,3,'LMH005','GV003'),
('LH110', '2021-02-20',5,3,'LMH020','GV018'),
('LH111', '2021-02-21',1,2,'LMH001','GV002'),
('LH112', '2021-02-21',1,2,'LMH006','GV007'),
('LH113', '2021-02-21',2,3,'LMH012','GV013'),
('LH114', '2021-02-21',2,2,'LMH014','GV014'),
('LH115', '2021-02-21',3,3,'LMH019','GV017'),
('LH116', '2021-02-21',3,2,'LMH007','GV006'),
('LH117', '2021-02-21',4,3,'LMH009','GV008'),
('LH118', '2021-02-21',4,3,'LMH013','GV012'),
('LH119', '2021-02-21',5,3,'LMH016','GV014'),
('LH120', '2021-02-21',5,2,'LMH017','GV016')

--Tuần 4 121-160
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH121', '2021-02-22',4,3,'LMH005','GV003'),
('LH122', '2021-02-22',4,3,'LMH003','GV001'),
('LH123', '2021-02-22',4,2,'LMH002','GV004'),
('LH124', '2021-02-22',5,3,'LMH008','GV009'),
('LH125', '2021-02-22',5,3,'LMH015','GV015'),
('LH126', '2021-02-23',4,3,'LMH004','GV005'),
('LH127', '2021-02-23',4,2,'LMH010','GV010'),
('LH128', '2021-02-23',4,2,'LMH011','GV011'),
('LH129', '2021-02-23',5,2,'LMH018','GV016'),
('LH130', '2021-02-23',5,3,'LMH020','GV018'),
('LH131', '2021-02-24',4,2,'LMH001','GV002'),
('LH132', '2021-02-24',4,2,'LMH006','GV007'),
('LH133', '2021-02-24',4,3,'LMH012','GV013'),
('LH134', '2021-02-24',5,2,'LMH014','GV014'),
('LH135', '2021-02-24',5,3,'LMH019','GV017'),
('LH136', '2021-02-25',4,2,'LMH007','GV006'),
('LH137', '2021-02-25',4,3,'LMH009','GV008'),
('LH138', '2021-02-25',4,3,'LMH013','GV012'),
('LH139', '2021-02-25',5,3,'LMH016','GV014'),
('LH140', '2021-02-25',5,2,'LMH017','GV016'),
('LH141', '2021-02-26',4,3,'LMH005','GV003'),
('LH142', '2021-02-26',4,3,'LMH003','GV001'),
('LH143', '2021-02-26',4,2,'LMH002','GV004'),
('LH144', '2021-02-26',5,3,'LMH008','GV009'),
('LH145', '2021-02-26',5,3,'LMH015','GV015'),
('LH146', '2021-02-27',4,3,'LMH004','GV005'),
('LH147', '2021-02-27',4,2,'LMH010','GV010'),
('LH148', '2021-02-27',4,2,'LMH011','GV011'),
('LH149', '2021-02-27',5,2,'LMH018','GV016'),
('LH150', '2021-02-27',5,3,'LMH020','GV018'),
('LH151', '2021-02-28',1,2,'LMH001','GV002'),
('LH152', '2021-02-28',1,2,'LMH006','GV007'),
('LH153', '2021-02-28',2,3,'LMH012','GV013'),
('LH154', '2021-02-28',2,2,'LMH014','GV014'),
('LH155', '2021-02-28',3,3,'LMH019','GV017'),
('LH156', '2021-02-28',3,2,'LMH007','GV006'),
('LH157', '2021-02-28',4,3,'LMH009','GV008'),
('LH158', '2021-02-28',4,3,'LMH013','GV012'),
('LH159', '2021-02-28',5,3,'LMH016','GV014'),
('LH160', '2021-02-28',5,2,'LMH017','GV016')


--Tuần 5 161-200
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH161', '2021-03-01',4,3,'LMH005','GV003'),
('LH162', '2021-03-01',4,3,'LMH003','GV001'),
('LH163', '2021-03-01',4,2,'LMH002','GV004'),
('LH164', '2021-03-01',5,3,'LMH008','GV009'),
('LH165', '2021-03-01',5,3,'LMH015','GV015'),
('LH166', '2021-03-02',4,3,'LMH004','GV005'),
('LH167', '2021-03-02',4,2,'LMH010','GV010'),
('LH168', '2021-03-02',4,2,'LMH011','GV011'),
('LH169', '2021-03-02',5,2,'LMH018','GV016'),
('LH170', '2021-03-02',5,3,'LMH020','GV018'),
('LH171', '2021-03-03',4,2,'LMH001','GV002'),
('LH172', '2021-03-03',4,2,'LMH006','GV007'),
('LH173', '2021-03-03',4,3,'LMH012','GV013'),
('LH174', '2021-03-03',5,2,'LMH014','GV014'),
('LH175', '2021-03-03',5,3,'LMH019','GV017'),
('LH176', '2021-03-04',4,2,'LMH007','GV006'),
('LH177', '2021-03-04',4,3,'LMH009','GV008'),
('LH178', '2021-03-04',4,3,'LMH013','GV012'),
('LH179', '2021-03-04',5,3,'LMH016','GV014'),
('LH180', '2021-03-04',5,2,'LMH017','GV016'),
('LH181', '2021-03-05',4,3,'LMH005','GV003'),
('LH182', '2021-03-05',4,3,'LMH003','GV001'),
('LH183', '2021-03-05',4,2,'LMH002','GV004'),
('LH184', '2021-03-05',5,3,'LMH008','GV009'),
('LH185', '2021-03-05',5,3,'LMH015','GV015'),
('LH186', '2021-03-06',4,3,'LMH004','GV005'),
('LH187', '2021-03-06',4,2,'LMH010','GV010'),
('LH188', '2021-03-06',4,2,'LMH011','GV011'),
('LH189', '2021-03-06',5,2,'LMH018','GV016'),
('LH190', '2021-03-06',5,3,'LMH020','GV018'),
('LH191', '2021-03-07',1,2,'LMH001','GV002'),
('LH192', '2021-03-07',1,2,'LMH006','GV007'),
('LH193', '2021-03-07',2,3,'LMH012','GV013'),
('LH194', '2021-03-07',2,2,'LMH014','GV014'),
('LH195', '2021-03-07',3,3,'LMH019','GV017'),
('LH196', '2021-03-07',3,2,'LMH007','GV006'),
('LH197', '2021-03-07',4,3,'LMH009','GV008'),
('LH198', '2021-03-07',4,3,'LMH013','GV012'),
('LH199', '2021-03-07',5,3,'LMH016','GV014'),
('LH200', '2021-03-07',5,2,'LMH017','GV016')

--Tuần 6 201-240
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH201', '2021-03-08',4,3,'LMH005','GV003'),
('LH202', '2021-03-08',4,3,'LMH003','GV001'),
('LH203', '2021-03-08',4,2,'LMH002','GV004'),
('LH204', '2021-03-08',5,3,'LMH008','GV009'),
('LH205', '2021-03-08',5,3,'LMH015','GV015'),
('LH206', '2021-03-09',4,3,'LMH004','GV005'),
('LH207', '2021-03-09',4,2,'LMH010','GV010'),
('LH208', '2021-03-09',4,2,'LMH011','GV011'),
('LH209', '2021-03-09',5,2,'LMH018','GV016'),
('LH210', '2021-03-09',5,3,'LMH020','GV018'),
('LH211', '2021-03-10',4,2,'LMH001','GV002'),
('LH212', '2021-03-10',4,2,'LMH006','GV007'),
('LH213', '2021-03-10',4,3,'LMH012','GV013'),
('LH214', '2021-03-10',5,2,'LMH014','GV014'),
('LH215', '2021-03-10',5,3,'LMH019','GV017'),
('LH216', '2021-03-11',4,2,'LMH007','GV006'),
('LH217', '2021-03-11',4,3,'LMH009','GV008'),
('LH218', '2021-03-11',4,3,'LMH013','GV012'),
('LH219', '2021-03-11',5,3,'LMH016','GV014'),
('LH220', '2021-03-11',5,2,'LMH017','GV016'),
('LH221', '2021-03-12',4,3,'LMH005','GV003'),
('LH222', '2021-03-12',4,3,'LMH003','GV001'),
('LH223', '2021-03-12',4,2,'LMH002','GV004'),
('LH224', '2021-03-12',5,3,'LMH008','GV009'),
('LH225', '2021-03-12',5,3,'LMH015','GV015'),
('LH226', '2021-03-13',4,3,'LMH004','GV005'),
('LH227', '2021-03-13',4,2,'LMH010','GV010'),
('LH228', '2021-03-13',4,2,'LMH011','GV011'),
('LH229', '2021-03-13',5,2,'LMH018','GV016'),
('LH230', '2021-03-13',5,3,'LMH020','GV018'),
('LH231', '2021-03-14',1,2,'LMH001','GV002'),
('LH232', '2021-03-14',1,2,'LMH006','GV007'),
('LH233', '2021-03-14',2,3,'LMH012','GV013'),
('LH234', '2021-03-14',2,2,'LMH014','GV014'),
('LH235', '2021-03-14',3,3,'LMH019','GV017'),
('LH236', '2021-03-14',3,2,'LMH007','GV006'),
('LH237', '2021-03-14',4,3,'LMH009','GV008'),
('LH238', '2021-03-14',4,3,'LMH013','GV012'),
('LH239', '2021-03-14',5,3,'LMH016','GV014'),
('LH240', '2021-03-14',5,2,'LMH017','GV016')

--Tuần 7 241-280
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH241', '2021-03-15',4,3,'LMH005','GV003'),
('LH242', '2021-03-15',4,3,'LMH003','GV001'),
('LH243', '2021-03-15',4,2,'LMH002','GV004'),
('LH244', '2021-03-15',5,3,'LMH008','GV009'),
('LH245', '2021-03-15',5,3,'LMH015','GV015'),
('LH246', '2021-03-16',4,3,'LMH004','GV005'),
('LH247', '2021-03-16',4,2,'LMH010','GV010'),
('LH248', '2021-03-16',4,2,'LMH011','GV011'),
('LH249', '2021-03-16',5,2,'LMH018','GV016'),
('LH250', '2021-03-16',5,3,'LMH020','GV018'),
('LH251', '2021-03-17',4,2,'LMH001','GV002'),
('LH252', '2021-03-17',4,2,'LMH006','GV007'),
('LH253', '2021-03-17',4,3,'LMH012','GV013'),
('LH254', '2021-03-17',5,2,'LMH014','GV014'),
('LH255', '2021-03-17',5,3,'LMH019','GV017'),
('LH256', '2021-03-18',4,2,'LMH007','GV006'),
('LH257', '2021-03-18',4,3,'LMH009','GV008'),
('LH258', '2021-03-18',4,3,'LMH013','GV012'),
('LH259', '2021-03-18',5,3,'LMH016','GV014'),
('LH260', '2021-03-18',5,2,'LMH017','GV016'),
('LH261', '2021-03-19',4,3,'LMH005','GV003'),
('LH262', '2021-03-19',4,3,'LMH003','GV001'),
('LH263', '2021-03-19',4,2,'LMH002','GV004'),
('LH264', '2021-03-19',5,3,'LMH008','GV009'),
('LH265', '2021-03-19',5,3,'LMH015','GV015'),
('LH266', '2021-03-20',4,3,'LMH004','GV005'),
('LH267', '2021-03-20',4,2,'LMH010','GV010'),
('LH268', '2021-03-20',4,2,'LMH011','GV011'),
('LH269', '2021-03-20',5,2,'LMH018','GV016'),
('LH270', '2021-03-20',5,3,'LMH020','GV018'),
('LH271', '2021-03-21',1,2,'LMH001','GV002'),
('LH272', '2021-03-21',1,2,'LMH006','GV007'),
('LH273', '2021-03-21',2,3,'LMH012','GV013'),
('LH274', '2021-03-21',2,2,'LMH014','GV014'),
('LH275', '2021-03-21',3,3,'LMH019','GV017'),
('LH276', '2021-03-21',3,2,'LMH007','GV006'),
('LH277', '2021-03-21',4,3,'LMH009','GV008'),
('LH278', '2021-03-21',4,3,'LMH013','GV012'),
('LH279', '2021-03-21',5,3,'LMH016','GV014'),
('LH280', '2021-03-21',5,2,'LMH017','GV016')

--Tuần 8 281-320
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH281', '2021-03-22',4,3,'LMH005','GV003'),
('LH282', '2021-03-22',4,3,'LMH003','GV001'),
('LH283', '2021-03-22',4,2,'LMH002','GV004'),
('LH284', '2021-03-22',5,3,'LMH008','GV009'),
('LH285', '2021-03-22',5,3,'LMH015','GV015'),
('LH286', '2021-03-23',4,3,'LMH004','GV005'),
('LH287', '2021-03-23',4,2,'LMH010','GV010'),
('LH288', '2021-03-23',4,2,'LMH011','GV011'),
('LH289', '2021-03-23',5,2,'LMH018','GV016'),
('LH290', '2021-03-23',5,3,'LMH020','GV018'),
('LH291', '2021-03-24',4,2,'LMH001','GV002'),
('LH292', '2021-03-24',4,2,'LMH006','GV007'),
('LH293', '2021-03-24',4,3,'LMH012','GV013'),
('LH294', '2021-03-24',5,2,'LMH014','GV014'),
('LH295', '2021-03-24',5,3,'LMH019','GV017'),
('LH296', '2021-03-25',4,2,'LMH007','GV006'),
('LH297', '2021-03-25',4,3,'LMH009','GV008'),
('LH298', '2021-03-25',4,3,'LMH013','GV012'),
('LH299', '2021-03-25',5,3,'LMH016','GV014'),
('LH300', '2021-03-25',5,2,'LMH017','GV016'),
('LH301', '2021-03-26',4,3,'LMH005','GV003'),
('LH302', '2021-03-26',4,3,'LMH003','GV001'),
('LH303', '2021-03-26',4,2,'LMH002','GV004'),
('LH304', '2021-03-26',5,3,'LMH008','GV009'),
('LH305', '2021-03-26',5,3,'LMH015','GV015'),
('LH306', '2021-03-27',4,3,'LMH004','GV005'),
('LH307', '2021-03-27',4,2,'LMH010','GV010'),
('LH308', '2021-03-27',4,2,'LMH011','GV011'),
('LH309', '2021-03-27',5,2,'LMH018','GV016'),
('LH310', '2021-03-27',5,3,'LMH020','GV018'),
('LH311', '2021-03-28',1,2,'LMH001','GV002'),
('LH312', '2021-03-28',1,2,'LMH006','GV007'),
('LH313', '2021-03-28',2,3,'LMH012','GV013'),
('LH314', '2021-03-28',2,2,'LMH014','GV014'),
('LH315', '2021-03-28',3,3,'LMH019','GV017'),
('LH316', '2021-03-28',3,2,'LMH007','GV006'),
('LH317', '2021-03-28',4,3,'LMH009','GV008'),
('LH318', '2021-03-28',4,3,'LMH013','GV012'),
('LH319', '2021-03-28',5,3,'LMH016','GV014'),
('LH320', '2021-03-28',5,2,'LMH017','GV016')

--Tuần 9 321-360
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH321', '2021-03-29',4,3,'LMH005','GV003'),
('LH322', '2021-03-29',4,3,'LMH003','GV001'),
('LH323', '2021-03-29',4,2,'LMH002','GV004'),
('LH324', '2021-03-29',5,3,'LMH008','GV009'),
('LH325', '2021-03-29',5,3,'LMH015','GV015'),
('LH326', '2021-03-30',4,3,'LMH004','GV005'),
('LH327', '2021-03-30',4,2,'LMH010','GV010'),
('LH328', '2021-03-30',4,2,'LMH011','GV011'),
('LH329', '2021-03-30',5,2,'LMH018','GV016'),
('LH330', '2021-03-30',5,3,'LMH020','GV018'),
('LH331', '2021-03-31',4,2,'LMH001','GV002'),
('LH332', '2021-03-31',4,2,'LMH006','GV007'),
('LH333', '2021-03-31',4,3,'LMH012','GV013'),
('LH334', '2021-03-31',5,2,'LMH014','GV014'),
('LH335', '2021-03-31',5,3,'LMH019','GV017'),
('LH336', '2021-04-01',4,2,'LMH007','GV006'),
('LH337', '2021-04-01',4,3,'LMH009','GV008'),
('LH338', '2021-04-01',4,3,'LMH013','GV012'),
('LH339', '2021-04-01',5,3,'LMH016','GV014'),
('LH340', '2021-04-01',5,2,'LMH017','GV016'),
('LH341', '2021-04-02',4,3,'LMH005','GV003'),
('LH342', '2021-04-02',4,3,'LMH003','GV001'),
('LH343', '2021-04-02',4,2,'LMH002','GV004'),
('LH344', '2021-04-02',5,3,'LMH008','GV009'),
('LH345', '2021-04-02',5,3,'LMH015','GV015'),
('LH346', '2021-04-03',4,3,'LMH004','GV005'),
('LH347', '2021-04-03',4,2,'LMH010','GV010'),
('LH348', '2021-04-03',4,2,'LMH011','GV011'),
('LH349', '2021-04-03',5,2,'LMH018','GV016'),
('LH350', '2021-04-03',5,3,'LMH020','GV018'),
('LH351', '2021-04-04',1,2,'LMH001','GV002'),
('LH352', '2021-04-04',1,2,'LMH006','GV007'),
('LH353', '2021-04-04',2,3,'LMH012','GV013'),
('LH354', '2021-04-04',2,2,'LMH014','GV014'),
('LH355', '2021-04-04',3,3,'LMH019','GV017'),
('LH356', '2021-04-04',3,2,'LMH007','GV006'),
('LH357', '2021-04-04',4,3,'LMH009','GV008'),
('LH358', '2021-04-04',4,3,'LMH013','GV012'),
('LH359', '2021-04-04',5,3,'LMH016','GV014'),
('LH360', '2021-04-04',5,2,'LMH017','GV016')

--Tuần 10 361-400
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH361', '2021-04-05',4,3,'LMH005','GV003'),
('LH362', '2021-04-05',4,3,'LMH003','GV001'),
('LH363', '2021-04-05',4,2,'LMH002','GV004'),
('LH364', '2021-04-05',5,3,'LMH008','GV009'),
('LH365', '2021-04-05',5,3,'LMH015','GV015'),
('LH366', '2021-04-06',4,3,'LMH004','GV005'),
('LH367', '2021-04-06',4,2,'LMH010','GV010'),
('LH368', '2021-04-06',4,2,'LMH011','GV011'),
('LH369', '2021-04-06',5,2,'LMH018','GV016'),
('LH370', '2021-04-06',5,3,'LMH020','GV018'),
('LH371', '2021-04-07',4,2,'LMH001','GV002'),
('LH372', '2021-04-07',4,2,'LMH006','GV007'),
('LH373', '2021-04-07',4,3,'LMH012','GV013'),
('LH374', '2021-04-07',5,2,'LMH014','GV014'),
('LH375', '2021-04-07',5,3,'LMH019','GV017'),
('LH376', '2021-04-08',4,2,'LMH007','GV006'),
('LH377', '2021-04-08',4,3,'LMH009','GV008'),
('LH378', '2021-04-08',4,3,'LMH013','GV012'),
('LH379', '2021-04-08',5,3,'LMH016','GV014'),
('LH380', '2021-04-08',5,2,'LMH017','GV016'),
('LH381', '2021-04-09',4,3,'LMH005','GV003'),
('LH382', '2021-04-09',4,3,'LMH003','GV001'),
('LH383', '2021-04-09',4,2,'LMH002','GV004'),
('LH384', '2021-04-09',5,3,'LMH008','GV009'),
('LH385', '2021-04-09',5,3,'LMH015','GV015'),
('LH386', '2021-04-10',4,3,'LMH004','GV005'),
('LH387', '2021-04-10',4,2,'LMH010','GV010'),
('LH388', '2021-04-10',4,2,'LMH011','GV011'),
('LH389', '2021-04-10',5,2,'LMH018','GV016'),
('LH390', '2021-04-10',5,3,'LMH020','GV018'),
('LH391', '2021-04-11',1,2,'LMH001','GV002'),
('LH392', '2021-04-11',1,2,'LMH006','GV007'),
('LH393', '2021-04-11',2,3,'LMH012','GV013'),
('LH394', '2021-04-11',2,2,'LMH014','GV014'),
('LH395', '2021-04-11',3,3,'LMH019','GV017'),
('LH396', '2021-04-11',3,2,'LMH007','GV006'),
('LH397', '2021-04-11',4,3,'LMH009','GV008'),
('LH398', '2021-04-11',4,3,'LMH013','GV012'),
('LH399', '2021-04-11',5,3,'LMH016','GV014'),
('LH400', '2021-04-11',5,2,'LMH017','GV016')

--Tuần 11 401-440
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH401', '2021-04-12',4,3,'LMH005','GV003'),
('LH402', '2021-04-12',4,3,'LMH003','GV001'),
('LH403', '2021-04-12',4,2,'LMH002','GV004'),
('LH404', '2021-04-12',5,3,'LMH008','GV009'),
('LH405', '2021-04-12',5,3,'LMH015','GV015'),
('LH406', '2021-04-13',4,3,'LMH004','GV005'),
('LH407', '2021-04-13',4,2,'LMH010','GV010'),
('LH408', '2021-04-13',4,2,'LMH011','GV011'),
('LH409', '2021-04-13',5,2,'LMH018','GV016'),
('LH410', '2021-04-13',5,3,'LMH020','GV018'),
('LH411', '2021-04-14',4,2,'LMH001','GV002'),
('LH412', '2021-04-14',4,2,'LMH006','GV007'),
('LH413', '2021-04-14',4,3,'LMH012','GV013'),
('LH414', '2021-04-14',5,2,'LMH014','GV014'),
('LH415', '2021-04-14',5,3,'LMH019','GV017'),
('LH416', '2021-04-15',4,2,'LMH007','GV006'),
('LH417', '2021-04-15',4,3,'LMH009','GV008'),
('LH418', '2021-04-15',4,3,'LMH013','GV012'),
('LH419', '2021-04-15',5,3,'LMH016','GV014'),
('LH420', '2021-04-15',5,2,'LMH017','GV016'),
('LH421', '2021-04-16',4,3,'LMH005','GV003'),
('LH422', '2021-04-16',4,3,'LMH003','GV001'),
('LH423', '2021-04-16',4,2,'LMH002','GV004'),
('LH424', '2021-04-16',5,3,'LMH008','GV009'),
('LH425', '2021-04-16',5,3,'LMH015','GV015'),
('LH426', '2021-04-17',4,3,'LMH004','GV005'),
('LH427', '2021-04-17',4,2,'LMH010','GV010'),
('LH428', '2021-04-17',4,2,'LMH011','GV011'),
('LH429', '2021-04-17',5,2,'LMH018','GV016'),
('LH430', '2021-04-17',5,3,'LMH020','GV018'),
('LH431', '2021-04-18',1,2,'LMH001','GV002'),
('LH432', '2021-04-18',1,2,'LMH006','GV007'),
('LH433', '2021-04-18',2,3,'LMH012','GV013'),
('LH434', '2021-04-18',2,2,'LMH014','GV014'),
('LH435', '2021-04-18',3,3,'LMH019','GV017'),
('LH436', '2021-04-18',3,2,'LMH007','GV006'),
('LH437', '2021-04-18',4,3,'LMH009','GV008'),
('LH438', '2021-04-18',4,3,'LMH013','GV012'),
('LH439', '2021-04-18',5,3,'LMH016','GV014'),
('LH440', '2021-04-18',5,2,'LMH017','GV016')

--Tuần 12: 441-480
INSERT dbo.LICHHOC(MaLichHoc, NgayHoc, KipHoc, SoTiet, MaLMH, MaGV)
VALUES
('LH441', '2021-04-19',4,3,'LMH005','GV003'),
('LH442', '2021-04-19',4,3,'LMH003','GV001'),
('LH443', '2021-04-19',4,2,'LMH002','GV004'),
('LH444', '2021-04-19',5,3,'LMH008','GV009'),
('LH445', '2021-04-19',5,3,'LMH015','GV015'),
('LH446', '2021-04-20',4,3,'LMH004','GV005'),
('LH447', '2021-04-20',4,2,'LMH010','GV010'),
