-- Điểm danh cho lớp toán 10
INSERT dbo.DIEMDANH (MaLichHoc, MaHS, DiemDanh)
VALUES
('LH011', 'HS026', N'Có'),
('LH091', 'HS030', N'Có'),
('LH091', 'HS028', N'Có'),
('LH091', 'HS057', N'Có'),
('LH091', 'HS007', N'Có'),
('LH091', 'HS024', N'Có'),
('LH091', 'HS053', N'Có'),
('LH091', 'HS038', N'Có'),
('LH091', 'HS059', N'Có'),
('LH091', 'HS045', N'Có'),
('LH091', 'HS029', N'Có'),
('LH091', 'HS043', N'Có'),
('LH091', 'HS058', N'Có'),
('LH091', 'HS035', N'Có'),
('LH091', 'HS011', N'Có'),
('LH091', 'HS019', N'Có'),
('LH091', 'HS017', N'Có'),

('LH111', 'HS026', N'Có'),
('LH111', 'HS016', N'Có'),
('LH111', 'HS049', N'Có'),
('LH111', 'HS005', N'Có'),
('LH111', 'HS044', N'Có'),
('LH111', 'HS010', N'Có'),
('LH111', 'HS047', N'Có'),
('LH111', 'HS036', N'Có'),
('LH111', 'HS006', N'Có'),
('LH111', 'HS037', N'Có'),
('LH111', 'HS033', N'Có'),
('LH111', 'HS039', N'Có'),
('LH111', 'HS012', N'Có'),
('LH111', 'HS040', N'Có'),
('LH111', 'HS030', N'Có'),
('LH111', 'HS028', N'Có'),
('LH111', 'HS057', N'Có'),
('LH111', 'HS007', N'Có'),
('LH111', 'HS024', N'Có'),
('LH111', 'HS053', N'Có'),
('LH111', 'HS038', N'Có'),
('LH111', 'HS059', N'Có'),
('LH111', 'HS045', N'Có'),
('LH111', 'HS029', N'Có'),
('LH111', 'HS043', N'Có'),
('LH111', 'HS058', N'Có'),
('LH111', 'HS035', N'Có'),
('LH111', 'HS011', N'Có'),
('LH111', 'HS019', N'Có'),
('LH111', 'HS017', N'Có'),

('LH131', 'HS026', N'Có'),
('LH131', 'HS016', N'Có'),
('LH131', 'HS049', N'Có'),
('LH131', 'HS005', N'Có'),
('LH131', 'HS044', N'Có'),
('LH131', 'HS010', N'Có'),
('LH131', 'HS047', N'Có'),
('LH131', 'HS036', N'Có'),
('LH131', 'HS006', N'Có'),
('LH131', 'HS037', N'Có'),
('LH131', 'HS033', N'Có'),
('LH131', 'HS039', N'Có'),
('LH131', 'HS012', N'Có'),
('LH131', 'HS040', N'Có'),
('LH131', 'HS030', N'Có'),
('LH131', 'HS028', N'Có'),
('LH131', 'HS057', N'Có'),
('LH131', 'HS007', N'Có'),
('LH131', 'HS024', N'Có'),
('LH131', 'HS053', N'Có'),
('LH131', 'HS038', N'Có'),
('LH131', 'HS059', N'Có'),
('LH131', 'HS045', N'Có'),
('LH131', 'HS029', N'Có'),
('LH131', 'HS043', N'Có'),
('LH131', 'HS058', N'Có'),
('LH131', 'HS035', N'Có'),
('LH131', 'HS011', N'Có'),
('LH131', 'HS019', N'Có'),
('LH131', 'HS017', N'Có'),

('LH151', 'HS026', N'Có'),
('LH151', 'HS016', N'Có'),
('LH151', 'HS049', N'Có'),
('LH151', 'HS005', N'Có'),
('LH151', 'HS044', N'Có'),
('LH151', 'HS010', N'Có'),
('LH151', 'HS047', N'Có'),
('LH151', 'HS036', N'Có'),
('LH151', 'HS006', N'Có'),
('LH151', 'HS037', N'Có'),
('LH151', 'HS033', N'Có'),
('LH151', 'HS039', N'Có'),
('LH151', 'HS012', N'Có'),
('LH151', 'HS040', N'Có'),
('LH151', 'HS030', N'Có'),
('LH151', 'HS028', N'Có'),
('LH151', 'HS057', N'Có'),
('LH151', 'HS007', N'Có'),
('LH151', 'HS024', N'Có'),
('LH151', 'HS053', N'Có'),
('LH151', 'HS038', N'Có'),
('LH151', 'HS059', N'Có'),
('LH151', 'HS045', N'Có'),
('LH151', 'HS029', N'Có'),
('LH151', 'HS043', N'Có'),
('LH151', 'HS058', N'Có'),
('LH151', 'HS035', N'Có'),
('LH151', 'HS011', N'Có'),
('LH151', 'HS019', N'Có'),
('LH151', 'HS017', N'Có'),

('LH171', 'HS026', N'Có'),
('LH171', 'HS016', N'Có'),
('LH171', 'HS049', N'Có'),
('LH171', 'HS005', N'Có'),
('LH171', 'HS044', N'Có'),
('LH171', 'HS010', N'Có'),
('LH171', 'HS047', N'Có'),
('LH171', 'HS036', N'Có'),
('LH171', 'HS006', N'Có'),
('LH171', 'HS037', N'Có'),
('LH171', 'HS033', N'Có'),
('LH171', 'HS039', N'Có'),
('LH171', 'HS012', N'Có'),
('LH171', 'HS040', N'Có'),
('LH171', 'HS030', N'Có'),
('LH171', 'HS028', N'Có'),
('LH171', 'HS057', N'Có'),
('LH171', 'HS007', N'Có'),
('LH171', 'HS024', N'Có'),
('LH171', 'HS053', N'Có'),
('LH171', 'HS038', N'Có'),
('LH171', 'HS059', N'Có'),
('LH171', 'HS045', N'Có'),
('LH171', 'HS029', N'Có'),
('LH171', 'HS043', N'Có'),
('LH171', 'HS058', N'Có'),
('LH171', 'HS035', N'Có'),
('LH171', 'HS011', N'Có'),
('LH171', 'HS019', N'Có'),
('LH171', 'HS017', N'Có'),

('LH191', 'HS026', N'Có'),
('LH191', 'HS016', N'Có'),
('LH191', 'HS049', N'Có'),
('LH191', 'HS005', N'Có'),
('LH191', 'HS044', N'Có'),
('LH191', 'HS010', N'Có'),
('LH191', 'HS047', N'Có'),
('LH191', 'HS036', N'Có'),
('LH191', 'HS006', N'Có'),
('LH191', 'HS037', N'Có'),
('LH191', 'HS033', N'Có'),
('LH191', 'HS039', N'Có'),
('LH191', 'HS012', N'Có'),
('LH191', 'HS040', N'Có'),
('LH191', 'HS030', N'Có'),
('LH191', 'HS028', N'Có'),
('LH191', 'HS057', N'Có'),
('LH191', 'HS007', N'Có'),
('LH191', 'HS024', N'Có'),
('LH191', 'HS053', N'Có'),
('LH191', 'HS038', N'Có'),
('LH191', 'HS059', N'Có'),
('LH191', 'HS045', N'Có'),
('LH191', 'HS029', N'Có'),
('LH191', 'HS043', N'Có'),
('LH191', 'HS058', N'Có'),
('LH191', 'HS035', N'Có'),
('LH191', 'HS011', N'Có'),
('LH191', 'HS019', N'Có'),
('LH191', 'HS017', N'Có'),

('LH211', 'HS026', N'Có'),
('LH211', 'HS016', N'Có'),
('LH211', 'HS049', N'Có'),
('LH211', 'HS005', N'Có'),
('LH211', 'HS044', N'Có'),
('LH211', 'HS010', N'Có'),
('LH211', 'HS047', N'Có'),
('LH211', 'HS036', N'Có'),
('LH211', 'HS006', N'Có'),
('LH211', 'HS037', N'Có'),
('LH211', 'HS033', N'Có'),
('LH211', 'HS039', N'Có'),
('LH211', 'HS012', N'Có'),
('LH211', 'HS040', N'Có'),
('LH211', 'HS030', N'Có'),
('LH211', 'HS028', N'Có'),
('LH211', 'HS057', N'Có'),
('LH211', 'HS007', N'Có'),
('LH211', 'HS024', N'Có'),
('LH211', 'HS053', N'Có'),
('LH211', 'HS038', N'Có'),
('LH211', 'HS059', N'Có'),
('LH211', 'HS045', N'Có'),
('LH211', 'HS029', N'Có'),
('LH211', 'HS043', N'Có'),
('LH211', 'HS058', N'Có'),
('LH211', 'HS035', N'Có'),
('LH211', 'HS011', N'Có'),
('LH211', 'HS019', N'Có'),
('LH211', 'HS017', N'Có'),

('LH231', 'HS026', N'Có'),
('LH231', 'HS016', N'Có'),
('LH231', 'HS049', N'Có'),
('LH231', 'HS005', N'Có'),
('LH231', 'HS044', N'Có'),
('LH231', 'HS010', N'Có'),
('LH231', 'HS047', N'Có'),
('LH231', 'HS036', N'Có'),
('LH231', 'HS006', N'Có'),
('LH231', 'HS037', N'Có'),
('LH231', 'HS033', N'Có'),
('LH231', 'HS039', N'Có'),
('LH231', 'HS012', N'Có'),
('LH231', 'HS040', N'Có'),
('LH231', 'HS030', N'Có'),
('LH231', 'HS028', N'Có'),
('LH231', 'HS057', N'Có'),
('LH231', 'HS007', N'Có'),
('LH231', 'HS024', N'Có'),
('LH231', 'HS053', N'Có'),
('LH231', 'HS038', N'Có'),
('LH231', 'HS059', N'Có'),
('LH231', 'HS045', N'Có'),
('LH231', 'HS029', N'Có'),
('LH231', 'HS043', N'Có'),
('LH231', 'HS058', N'Có'),
('LH231', 'HS035', N'Có'),
('LH231', 'HS011', N'Có'),
('LH231', 'HS019', N'Có'),
('LH231', 'HS017', N'Có'),

('LH251', 'HS026', N'Có'),
('LH251', 'HS016', N'Có'),
('LH251', 'HS049', N'Có'),
('LH251', 'HS005', N'Có'),
('LH251', 'HS044', N'Có'),
('LH251', 'HS010', N'Có'),
('LH251', 'HS047', N'Có'),
('LH251', 'HS036', N'Có'),
('LH251', 'HS006', N'Có'),
('LH251', 'HS037', N'Có'),
('LH251', 'HS033', N'Có'),
('LH251', 'HS039', N'Có'),
('LH251', 'HS012', N'Có'),
('LH251', 'HS040', N'Có'),
('LH251', 'HS030', N'Có'),
('LH251', 'HS028', N'Có'),
('LH251', 'HS057', N'Có'),
('LH251', 'HS007', N'Có'),
('LH251', 'HS024', N'Có'),
('LH251', 'HS053', N'Có'),
('LH251', 'HS038', N'Có'),
('LH251', 'HS059', N'Có'),
('LH251', 'HS045', N'Có'),
('LH251', 'HS029', N'Có'),
('LH251', 'HS043', N'Có'),
('LH251', 'HS058', N'Có'),
('LH251', 'HS035', N'Có'),
('LH251', 'HS011', N'Có'),
('LH251', 'HS019', N'Có'),
('LH251', 'HS017', N'Có'),

('LH271', 'HS026', N'Có'),
('LH271', 'HS016', N'Có'),
('LH271', 'HS049', N'Có'),
('LH271', 'HS005', N'Có'),
('LH271', 'HS044', N'Có'),
('LH271', 'HS010', N'Có'),
('LH271', 'HS047', N'Có'),
('LH271', 'HS036', N'Có'),
('LH271', 'HS006', N'Có'),
('LH271', 'HS037', N'Có'),
('LH271', 'HS033', N'Có'),
('LH271', 'HS039', N'Có'),
('LH271', 'HS012', N'Có'),
('LH271', 'HS040', N'Có'),
('LH271', 'HS030', N'Có'),
('LH271', 'HS028', N'Có'),
('LH271', 'HS057', N'Có'),
('LH271', 'HS007', N'Có'),
('LH271', 'HS024', N'Có'),
('LH271', 'HS053', N'Có'),
('LH271', 'HS038', N'Có'),
('LH271', 'HS059', N'Có'),
('LH271', 'HS045', N'Có'),
('LH271', 'HS029', N'Có'),
('LH271', 'HS043', N'Có'),
('LH271', 'HS058', N'Có'),
('LH271', 'HS035', N'Có'),
('LH271', 'HS011', N'Có'),
('LH271', 'HS019', N'Có'),
('LH271', 'HS017', N'Có'),

('LH291', 'HS026', N'Có'),
('LH291', 'HS016', N'Có'),
('LH291', 'HS049', N'Có'),
('LH291', 'HS005', N'Có'),
('LH291', 'HS044', N'Có'),
('LH291', 'HS010', N'Có'),
('LH291', 'HS047', N'Có'),
('LH291', 'HS036', N'Có'),
('LH291', 'HS006', N'Có'),
('LH291', 'HS037', N'Có'),
('LH291', 'HS033', N'Có'),
('LH291', 'HS039', N'Có'),
('LH291', 'HS012', N'Có'),
('LH291', 'HS040', N'Có'),
('LH291', 'HS030', N'Có'),
('LH291', 'HS028', N'Có'),
('LH291', 'HS057', N'Có'),
('LH291', 'HS007', N'Có'),
('LH291', 'HS024', N'Có'),
('LH291', 'HS053', N'Có'),
('LH291', 'HS038', N'Có'),
('LH291', 'HS059', N'Có'),
('LH291', 'HS045', N'Có'),
('LH291', 'HS029', N'Có'),
('LH291', 'HS043', N'Có'),
('LH291', 'HS058', N'Có'),
('LH291', 'HS035', N'Có'),
('LH291', 'HS011', N'Có'),
('LH291', 'HS019', N'Có'),
('LH291', 'HS017', N'Có'),

('LH311', 'HS026', N'Có'),
('LH311', 'HS016', N'Có'),
('LH311', 'HS049', N'Có'),
('LH311', 'HS005', N'Có'),
('LH311', 'HS044', N'Có'),
('LH311', 'HS010', N'Có'),
('LH311', 'HS047', N'Có'),
('LH311', 'HS036', N'Có'),
('LH311', 'HS006', N'Có'),
('LH311', 'HS037', N'Có'),
('LH311', 'HS033', N'Có'),
('LH311', 'HS039', N'Có'),
('LH311', 'HS012', N'Có'),
('LH311', 'HS040', N'Có'),
('LH311', 'HS030', N'Có'),
('LH311', 'HS028', N'Có'),
('LH311', 'HS057', N'Có'),
('LH311', 'HS007', N'Có'),
('LH311', 'HS024', N'Có'),
('LH311', 'HS053', N'Có'),
('LH311', 'HS038', N'Có'),
('LH311', 'HS059', N'Có'),
('LH311', 'HS045', N'Có'),
('LH311', 'HS029', N'Có'),
('LH311', 'HS043', N'Có'),
('LH311', 'HS058', N'Có'),
('LH311', 'HS035', N'Có'),
('LH311', 'HS011', N'Có'),
('LH311', 'HS019', N'Có'),
('LH311', 'HS017', N'Có'),

('LH331', 'HS026', N'Có'),
('LH331', 'HS016', N'Có'),
('LH331', 'HS049', N'Có'),
('LH331', 'HS005', N'Có'),
('LH331', 'HS044', N'Có'),
('LH331', 'HS010', N'Có'),
('LH331', 'HS047', N'Có'),
('LH331', 'HS036', N'Có'),
('LH331', 'HS006', N'Có'),
('LH331', 'HS037', N'Có'),
('LH331', 'HS033', N'Có'),
('LH331', 'HS039', N'Có'),
('LH331', 'HS012', N'Có'),
('LH331', 'HS040', N'Có'),
('LH331', 'HS030', N'Có'),
('LH331', 'HS028', N'Có'),
('LH331', 'HS057', N'Có'),
('LH331', 'HS007', N'Có'),
('LH331', 'HS024', N'Có'),
('LH331', 'HS053', N'Có'),
('LH331', 'HS038', N'Có'),
('LH331', 'HS059', N'Có'),
('LH331', 'HS045', N'Có'),
('LH331', 'HS029', N'Có'),
('LH331', 'HS043', N'Có'),
('LH331', 'HS058', N'Có'),
('LH331', 'HS035', N'Có'),
('LH331', 'HS011', N'Có'),
('LH331', 'HS019', N'Có'),
('LH331', 'HS017', N'Có'),

('LH351', 'HS026', N'Có'),
('LH351', 'HS016', N'Có'),
('LH351', 'HS049', N'Có'),
('LH351', 'HS005', N'Có'),
('LH351', 'HS044', N'Có'),
('LH351', 'HS010', N'Có'),
('LH351', 'HS047', N'Có'),
('LH351', 'HS036', N'Có'),
('LH351', 'HS006', N'Có'),
('LH351', 'HS037', N'Có'),
('LH351', 'HS033', N'Có'),
('LH351', 'HS039', N'Có'),
('LH351', 'HS012', N'Có'),
('LH351', 'HS040', N'Có'),
('LH351', 'HS030', N'Có'),
('LH351', 'HS028', N'Có'),
('LH351', 'HS057', N'Có'),
('LH351', 'HS007', N'Có'),
('LH351', 'HS024', N'Có'),
('LH351', 'HS053', N'Có'),
('LH351', 'HS038', N'Có'),
('LH351', 'HS059', N'Có'),
('LH351', 'HS045', N'Có'),
('LH351', 'HS029', N'Có'),
('LH351', 'HS043', N'Có'),
('LH351', 'HS058', N'Có'),
('LH351', 'HS035', N'Có'),
('LH351', 'HS011', N'Có'),
('LH351', 'HS019', N'Có'),
('LH351', 'HS017', N'Có'),

('LH371', 'HS026', N'Có'),
('LH371', 'HS016', N'Có'),
('LH371', 'HS049', N'Có'),
('LH371', 'HS005', N'Có'),
('LH371', 'HS044', N'Có'),
('LH371', 'HS010', N'Có'),
('LH371', 'HS047', N'Có'),
('LH371', 'HS036', N'Có'),
('LH371', 'HS006', N'Có'),
('LH371', 'HS037', N'Có'),
('LH371', 'HS033', N'Có'),
('LH371', 'HS039', N'Có'),
('LH371', 'HS012', N'Có'),
('LH371', 'HS040', N'Có'),
('LH371', 'HS030', N'Có'),
('LH371', 'HS028', N'Có'),
('LH371', 'HS057', N'Có'),
('LH371', 'HS007', N'Có'),
('LH371', 'HS024', N'Có'),
('LH371', 'HS053', N'Có'),
('LH371', 'HS038', N'Có'),
('LH371', 'HS059', N'Có'),
('LH371', 'HS045', N'Có'),
('LH371', 'HS029', N'Có'),
('LH371', 'HS043', N'Có'),
('LH371', 'HS058', N'Có'),
('LH371', 'HS035', N'Có'),
('LH371', 'HS011', N'Có'),
('LH371', 'HS019', N'Có'),
('LH371', 'HS017', N'Có'),

('LH391', 'HS026', N'Có'),
('LH391', 'HS016', N'Có'),
('LH391', 'HS049', N'Có'),
('LH391', 'HS005', N'Có'),
('LH391', 'HS044', N'Có'),
('LH391', 'HS010', N'Có'),
('LH391', 'HS047', N'Có'),
('LH391', 'HS036', N'Có'),
('LH391', 'HS006', N'Có'),
('LH391', 'HS037', N'Có'),
('LH391', 'HS033', N'Có'),
('LH391', 'HS039', N'Có'),
('LH391', 'HS012', N'Có'),
('LH391', 'HS040', N'Có'),
('LH391', 'HS030', N'Có'),
('LH391', 'HS028', N'Có'),
('LH391', 'HS057', N'Có'),
('LH391', 'HS007', N'Có'),
('LH391', 'HS024', N'Có'),
('LH391', 'HS053', N'Có'),
('LH391', 'HS038', N'Có'),
('LH391', 'HS059', N'Có'),
('LH391', 'HS045', N'Có'),
('LH391', 'HS029', N'Có'),
('LH391', 'HS043', N'Có'),
('LH391', 'HS058', N'Có'),
('LH391', 'HS035', N'Có'),
('LH391', 'HS011', N'Có'),
('LH391', 'HS019', N'Có'),
('LH391', 'HS017', N'Có'),

('LH411', 'HS026', N'Có'),
('LH411', 'HS016', N'Có'),
('LH411', 'HS049', N'Có'),
('LH411', 'HS005', N'Có'),
('LH411', 'HS044', N'Có'),
('LH411', 'HS010', N'Có'),
('LH411', 'HS047', N'Có'),
('LH411', 'HS036', N'Có'),
('LH411', 'HS006', N'Có'),
('LH411', 'HS037', N'Có'),
('LH411', 'HS033', N'Có'),
('LH411', 'HS039', N'Có'),
('LH411', 'HS012', N'Có'),
('LH411', 'HS040', N'Có'),
('LH411', 'HS030', N'Có'),
('LH411', 'HS028', N'Có'),
('LH411', 'HS057', N'Có'),
('LH411', 'HS007', N'Có'),
('LH411', 'HS024', N'Có'),
('LH411', 'HS053', N'Có'),
('LH411', 'HS038', N'Có'),
('LH411', 'HS059', N'Có'),
('LH411', 'HS045', N'Có'),
('LH411', 'HS029', N'Có'),
('LH411', 'HS043', N'Có'),
('LH411', 'HS058', N'Có'),
('LH411', 'HS035', N'Có'),
('LH411', 'HS011', N'Có'),
('LH411', 'HS019', N'Có'),
('LH411', 'HS017', N'Có'),

('LH431', 'HS026', N'Có'),
('LH431', 'HS016', N'Có'),
('LH431', 'HS049', N'Có'),
('LH431', 'HS005', N'Có'),
('LH431', 'HS044', N'Có'),
('LH431', 'HS010', N'Có'),
('LH431', 'HS047', N'Có'),
('LH431', 'HS036', N'Có'),
('LH431', 'HS006', N'Có'),
('LH431', 'HS037', N'Có'),
('LH431', 'HS033', N'Có'),
('LH431', 'HS039', N'Có'),
('LH431', 'HS012', N'Có'),
('LH431', 'HS040', N'Có'),
('LH431', 'HS030', N'Có'),
('LH431', 'HS028', N'Có'),
('LH431', 'HS057', N'Có'),
('LH431', 'HS007', N'Có'),
('LH431', 'HS024', N'Có'),
('LH431', 'HS053', N'Có'),
('LH431', 'HS038', N'Có'),
('LH431', 'HS059', N'Có'),
('LH431', 'HS045', N'Có'),
('LH431', 'HS029', N'Có'),
('LH431', 'HS043', N'Có'),
('LH431', 'HS058', N'Có'),
('LH431', 'HS035', N'Có'),
('LH431', 'HS011', N'Có'),
('LH431', 'HS019', N'Có'),
('LH431', 'HS017', N'Có'),

('LH451', 'HS026', N'Có'),
('LH451', 'HS016', N'Có'),
('LH451', 'HS049', N'Có'),
('LH451', 'HS005', N'Có'),
('LH451', 'HS044', N'Có'),
('LH451', 'HS010', N'Có'),
('LH451', 'HS047', N'Có'),
('LH451', 'HS036', N'Có'),
('LH451', 'HS006', N'Có'),
('LH451', 'HS037', N'Có'),
('LH451', 'HS033', N'Có'),
('LH451', 'HS039', N'Có'),
('LH451', 'HS012', N'Có'),
('LH451', 'HS040', N'Có'),
('LH451', 'HS030', N'Có'),
('LH451', 'HS028', N'Có'),
('LH451', 'HS057', N'Có'),
('LH451', 'HS007', N'Có'),
('LH451', 'HS024', N'Có'),
('LH451', 'HS053', N'Có'),
('LH451', 'HS038', N'Có'),
('LH451', 'HS059', N'Có'),
('LH451', 'HS045', N'Có'),
('LH451', 'HS029', N'Có'),
('LH451', 'HS043', N'Có'),
('LH451', 'HS058', N'Có'),
('LH451', 'HS035', N'Có'),
('LH451', 'HS011', N'Có'),
('LH451', 'HS019', N'Có'),
('LH451', 'HS017', N'Có'),

('LH471', 'HS026', N'Có'),
('LH471', 'HS016', N'Có'),
('LH471', 'HS049', N'Có'),
('LH471', 'HS005', N'Có'),
('LH471', 'HS044', N'Có'),
('LH471', 'HS010', N'Có'),
('LH471', 'HS047', N'Có'),
('LH471', 'HS036', N'Có'),
('LH471', 'HS006', N'Có'),
('LH471', 'HS037', N'Có'),
('LH471', 'HS033', N'Có'),
('LH471', 'HS039', N'Có'),
('LH471', 'HS012', N'Có'),
('LH471', 'HS040', N'Có'),
('LH471', 'HS030', N'Có'),
('LH471', 'HS028', N'Có'),
('LH471', 'HS057', N'Có'),
('LH471', 'HS007', N'Có'),
('LH471', 'HS024', N'Có'),
('LH471', 'HS053', N'Có'),
('LH471', 'HS038', N'Có'),
('LH471', 'HS059', N'Có'),
('LH471', 'HS045', N'Có'),
('LH471', 'HS029', N'Có'),
('LH471', 'HS043', N'Có'),
('LH471', 'HS058', N'Có'),
('LH471', 'HS035', N'Có'),
('LH471', 'HS011', N'Có'),
('LH471', 'HS019', N'Có'),
('LH471', 'HS017', N'Có'),

('LH491', 'HS026', N'Có'),
('LH491', 'HS016', N'Có'),
('LH491', 'HS049', N'Có'),
('LH491', 'HS005', N'Có'),
('LH491', 'HS044', N'Có'),
('LH491', 'HS010', N'Có'),
('LH491', 'HS047', N'Có'),
('LH491', 'HS036', N'Có'),
('LH491', 'HS006', N'Có'),
('LH491', 'HS037', N'Có'),
('LH491', 'HS033', N'Có'),
('LH491', 'HS039', N'Có'),
('LH491', 'HS012', N'Có'),
('LH491', 'HS040', N'Có'),
('LH491', 'HS030', N'Có'),
('LH491', 'HS028', N'Có'),
('LH491', 'HS057', N'Có'),
('LH491', 'HS007', N'Có'),
('LH491', 'HS024', N'Có'),
('LH491', 'HS053', N'Có'),
('LH491', 'HS038', N'Có'),
('LH491', 'HS059', N'Có'),
('LH491', 'HS045', N'Có'),
('LH491', 'HS029', N'Có'),
('LH491', 'HS043', N'Có'),
('LH491', 'HS058', N'Có'),
('LH491', 'HS035', N'Có'),
('LH491', 'HS011', N'Có'),
('LH491', 'HS019', N'Có'),
('LH491', 'HS017', N'Có'),

('LH511', 'HS026', N'Có'),
('LH511', 'HS016', N'Có'),
('LH511', 'HS049', N'Có'),
('LH511', 'HS005', N'Có'),
('LH511', 'HS044', N'Có'),
('LH511', 'HS010', N'Có'),
('LH511', 'HS047', N'Có'),
('LH511', 'HS036', N'Có'),
('LH511', 'HS006', N'Có'),
('LH511', 'HS037', N'Có'),
('LH511', 'HS033', N'Có'),
('LH511', 'HS039', N'Có'),
('LH511', 'HS012', N'Có'),
('LH511', 'HS040', N'Có'),
('LH511', 'HS030', N'Có'),
('LH511', 'HS028', N'Có'),
('LH511', 'HS057', N'Có'),
('LH511', 'HS007', N'Có'),
